customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS03919,Female,1,No,No,6,Yes,Yes,DSL,Yes,Yes,No,Two year,No,Mailed check,109.55,648.59,No
CUS03920,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),75.94,1129.57,Yes
CUS03921,Male,0,Yes,No,48,Yes,No,DSL,Yes,Yes,No,One year,Yes,Mailed check,33.43,1609.15,No
CUS03922,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.21,1960.34,No
CUS03923,Female,1,No,No,43,Yes,No,Fiber optic,Yes,No,No,Two year,No,Mailed check,60.33,2595.09,No
CUS03924,Male,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,47.83,855.35,No
CUS03925,Female,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.51,77.97,Yes
CUS03926,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.37,2622.86,No
CUS03927,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.55,2493.9,No
CUS03928,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.57,2423.42,No
CUS03929,Male,0,No,Yes,69,Yes,No,DSL,Yes,No,No,One year,No,Electronic check,115.96,7999.19,No
CUS03930,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,Two year,No,Credit card (automatic),39.58,1741.3,No
CUS03931,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.4,1003.84,No
CUS03932,Male,0,No,No,68,No,No phone service,DSL,Yes,No,No,One year,Yes,Mailed check,29.7,2017.7,No
CUS03933,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Credit card (automatic),111.9,3809.52,Yes
CUS03934,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.18,1002.59,No
CUS03935,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,110.4,1763.32,No
CUS03936,Female,1,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),106.94,3633.95,No
CUS03937,Female,1,Yes,No,29,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,22.4,646.9,No
CUS03938,Male,0,No,No,47,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,45.98,2161.18,No
CUS03939,Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),48.25,2702.79,No
CUS03940,Male,1,Yes,No,16,No,No phone service,DSL,No,No,No,Two year,Yes,Mailed check,45.73,732.83,No
CUS03941,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,60.53,851.85,No
CUS03942,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,67.93,886.76,No
CUS03943,Female,1,Yes,No,13,Yes,No,DSL,No,Yes,Yes,One year,Yes,Electronic check,93.82,1212.15,No
CUS03944,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Credit card (automatic),44.77,1970.63,No
CUS03945,Male,1,No,No,37,No,No phone service,DSL,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),47.87,1768.13,No
CUS03946,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.86,4831.42,Yes
CUS03947,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.93,365.78,No
CUS03948,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.32,3074.25,No
CUS03949,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.1,1087.03,No
CUS03950,Male,0,No,No,66,Yes,Yes,DSL,Yes,No,No,One year,No,Credit card (automatic),37.8,2498.57,No
CUS03951,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.57,2346.67,No
CUS03952,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,88.71,5318.63,Yes
CUS03953,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),42.98,1074.38,No
CUS03954,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,59.52,1967.61,No
CUS03955,Female,1,No,No,8,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),33.42,268.8,No
CUS03956,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.32,904.91,No
CUS03957,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.52,454.5,No
CUS03958,Male,0,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.36,1567.39,No
CUS03959,Male,0,No,No,65,Yes,No,DSL,Yes,No,Yes,Two year,No,Electronic check,38.73,2519.31,No
CUS03960,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,One year,No,Electronic check,29.46,849.19,No
CUS03961,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,86.0,5765.36,Yes
CUS03962,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),45.15,2577.17,Yes
CUS03963,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,108.74,5873.07,No
CUS03964,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,One year,No,Electronic check,37.28,486.61,No
CUS03965,Female,1,Yes,Yes,36,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),42.38,1530.77,No
CUS03966,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,103.17,4442.06,No
CUS03967,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.24,365.05,No
CUS03968,Female,1,No,No,25,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.84,724.53,No
CUS03969,Female,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.95,950.79,Yes
CUS03970,Female,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,48.81,343.15,No
CUS03971,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.69,2111.24,No
CUS03972,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),25.78,978.06,No
CUS03973,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.79,5257.93,Yes
CUS03974,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.82,4077.81,No
CUS03975,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.43,2276.61,Yes
CUS03976,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer (automatic),88.47,787.97,No
CUS03977,Male,1,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,35.83,2047.66,No
CUS03978,Female,1,Yes,No,13,No,No phone service,Fiber optic,Yes,Yes,Yes,Two year,Yes,Mailed check,106.01,1375.41,No
CUS03979,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,41.27,2972.78,No
CUS03980,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),37.06,2594.22,Yes
CUS03981,Female,1,No,Yes,38,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),70.06,2668.97,No
CUS03982,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.45,3493.87,No
CUS03983,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.34,2414.67,No
CUS03984,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,114.45,1724.15,No
CUS03985,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.51,4364.72,No
CUS03986,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),101.47,5075.59,No
CUS03987,Female,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.0,996.49,Yes
CUS03988,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.53,1419.4,No
CUS03989,Male,0,Yes,Yes,70,Yes,No,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.0,7424.6,No
CUS03990,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25.2,1795.97,Yes
CUS03991,Female,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.28,1719.93,Yes
CUS03992,Male,1,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),101.08,1516.35,Yes
CUS03993,Female,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.2,6685.9,No
CUS03994,Male,0,Yes,No,64,No,No phone service,Fiber optic,No,No,Yes,One year,No,Electronic check,83.53,5337.79,No
CUS03995,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.1,520.34,No
CUS03996,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,71.17,4477.46,No
CUS03997,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer (automatic),80.95,4855.4,No
CUS03998,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.97,3315.01,No
CUS03999,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Two year,No,Electronic check,33.97,367.78,No
CUS04000,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Two year,No,Electronic check,64.49,2575.05,No
CUS04001,Female,0,No,No,65,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,51.31,3334.79,No
CUS04002,Male,1,No,Yes,7,Yes,No,DSL,No,No,Yes,One year,No,Credit card (automatic),60.77,432.27,No
CUS04003,Male,1,No,No,58,Yes,No,DSL,No,Yes,Yes,Two year,No,Electronic check,36.3,2107.8,Yes
CUS04004,Male,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.74,945.56,No
CUS04005,Female,0,No,No,4,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),94.98,382.25,No
CUS04006,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,One year,Yes,Bank transfer (automatic),65.84,2897.17,No
CUS04007,Female,1,Yes,Yes,1,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,69.41,66.24,Yes
CUS04008,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),107.75,4415.56,No
CUS04009,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,42.0,1556.49,No
CUS04010,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,50.93,94.0,Yes
CUS04011,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card (automatic),48.86,2195.47,No
CUS04012,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.92,1756.59,Yes
CUS04013,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),74.25,2372.0,No
CUS04014,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.15,2021.3,No
CUS04015,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.8,1357.04,No
CUS04016,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.39,3654.81,Yes
CUS04017,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,One year,Yes,Bank transfer (automatic),99.6,187.93,Yes
CUS04018,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Credit card (automatic),59.02,4071.03,No
CUS04019,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Electronic check,107.06,5138.35,No
CUS04020,Female,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.96,1609.65,No
CUS04021,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Credit card (automatic),27.39,818.26,No
CUS04022,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,One year,No,Bank transfer (automatic),83.57,1671.29,No
CUS04023,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.97,856.15,Yes
CUS04024,Female,1,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card (automatic),63.57,1018.86,No
CUS04025,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,Two year,No,Mailed check,87.6,,No
CUS04026,Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.45,2797.8,No
CUS04027,Male,1,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),22.39,1425.31,No
CUS04028,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,61.89,4022.82,Yes
CUS04029,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,One year,No,Credit card (automatic),107.47,3866.76,No
CUS04030,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,63.07,1447.48,No
CUS04031,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.2,4603.04,No
CUS04032,Male,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.84,771.54,No
CUS04033,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.41,2318.68,No
CUS04034,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),66.07,2248.77,No
CUS04035,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),41.51,1537.66,No
CUS04036,Male,0,No,No,52,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,34.38,1790.65,No
CUS04037,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),53.03,744.2,Yes
CUS04038,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),21.89,895.84,No
CUS04039,Female,0,No,No,3,Yes,No,DSL,Yes,No,No,One year,Yes,Bank transfer (automatic),34.65,104.01,Yes
CUS04040,Male,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.14,3460.04,No
CUS04041,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),82.91,1820.31,No
CUS04042,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.28,683.33,No
CUS04043,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.12,808.26,No
CUS04044,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Two year,Yes,Electronic check,100.94,6970.38,No
CUS04045,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),101.91,5398.29,No
CUS04046,Male,0,No,No,37,No,No phone service,DSL,Yes,No,Yes,Two year,No,Bank transfer (automatic),83.44,3086.89,No
CUS04047,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Two year,No,Credit card (automatic),30.41,829.07,No
CUS04048,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Credit card (automatic),34.29,622.83,No
CUS04049,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,One year,No,Bank transfer (automatic),47.17,3212.02,No
CUS04050,Female,1,Yes,No,63,No,No phone service,DSL,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.07,5360.76,No
CUS04051,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,43.8,128.26,No
CUS04052,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.44,577.38,No
CUS04053,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),100.55,1107.23,Yes
CUS04054,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,107.18,7290.43,No
CUS04055,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.85,606.26,No
CUS04056,Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.64,1280.75,No
CUS04057,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Credit card (automatic),109.08,2406.8,Yes
CUS04058,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Credit card (automatic),86.41,90.38,No
CUS04059,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Electronic check,79.88,2883.2,No
CUS04060,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,42.75,2910.19,No
CUS04061,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.82,2106.95,No
CUS04062,Male,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,One year,Yes,Mailed check,19.74,849.08,No
CUS04063,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.22,1807.6,No
CUS04064,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Mailed check,33.37,1668.47,No
CUS04065,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,One year,Yes,Mailed check,87.41,2617.1,No
CUS04066,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.29,3211.18,No
CUS04067,Male,0,No,No,57,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.47,6404.95,Yes
CUS04068,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),52.9,207.6,Yes
CUS04069,Female,0,No,No,32,Yes,No,DSL,No,Yes,Yes,One year,Yes,Mailed check,52.76,1694.46,No
CUS04070,Female,1,No,No,42,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.95,3573.81,Yes
CUS04071,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,35.42,633.37,Yes
CUS04072,Male,1,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),64.4,2000.75,No
CUS04073,Male,1,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,19.54,36.14,No
CUS04074,Male,1,No,No,0,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,77.2,,No
CUS04075,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,One year,No,Bank transfer (automatic),96.4,3862.96,Yes
CUS04076,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.38,1798.39,No
CUS04077,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.72,1842.42,No
CUS04078,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,31.18,121.39,No
CUS04079,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.57,792.69,Yes
CUS04080,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.4,1560.53,Yes
CUS04081,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),100.64,6331.72,No
CUS04082,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,115.03,1267.09,Yes
CUS04083,Male,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Two year,No,Electronic check,116.36,6060.2,No
CUS04084,Male,1,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,28.72,1552.39,No
CUS04085,Male,1,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.31,3811.01,No
CUS04086,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.97,1942.74,Yes
CUS04087,Male,1,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,83.9,1510.57,Yes
CUS04088,Male,0,No,Yes,68,Yes,No,DSL,Yes,Yes,No,One year,No,Electronic check,107.7,7323.89,No
CUS04089,Female,0,No,No,71,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.17,4413.66,Yes
CUS04090,Female,0,No,No,65,No,No phone service,Fiber optic,Yes,Yes,Yes,Two year,No,Mailed check,60.71,3947.24,No
CUS04091,Female,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.61,1193.33,No
CUS04092,Male,1,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,19.56,930.74,No
CUS04093,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,87.26,5070.32,Yes
CUS04094,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),65.15,1435.95,No
CUS04095,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.02,164.53,Yes
CUS04096,Male,0,No,Yes,55,No,No phone service,Fiber optic,No,Yes,Yes,Two year,No,Mailed check,41.82,2301.86,No
CUS04097,Male,1,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),104.31,5940.02,Yes
CUS04098,Female,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),108.29,6607.59,No
CUS04099,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),84.23,1435.62,No
CUS04100,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Credit card (automatic),45.78,2751.96,No
CUS04101,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,39.62,1429.16,No
CUS04102,Female,0,Yes,No,53,No,No phone service,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.55,4268.2,No
CUS04103,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,112.08,7178.24,No
CUS04104,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer (automatic),75.81,982.77,No
CUS04105,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Two year,No,Bank transfer (automatic),101.93,409.21,No
CUS04106,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,No,One year,Yes,Mailed check,74.54,4543.29,No
CUS04107,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.46,,Yes
CUS04108,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,One year,No,Electronic check,74.78,4643.83,No
CUS04109,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.54,4989.5,No
CUS04110,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,91.93,1751.28,No
CUS04111,Female,0,No,No,42,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Credit card (automatic),57.62,2425.61,No
CUS04112,Female,1,No,No,41,Yes,No,DSL,No,No,Yes,Two year,No,Bank transfer (automatic),108.4,4444.05,No
CUS04113,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,104.35,7091.43,No
CUS04114,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),90.53,3430.87,No
CUS04115,Female,1,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,92.34,5627.32,No
CUS04116,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.32,2788.63,No
CUS04117,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),101.25,496.09,No
CUS04118,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,111.26,4562.55,No
CUS04119,Female,1,No,Yes,57,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,97.51,5560.54,No
CUS04120,Female,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.3,1306.78,No
CUS04121,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.66,874.34,Yes
